sigla,iata,nombre,municipio,departamento,categoria,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio,Ano
7HL,,LA MAPORA,Pore,Casanare,Aeródromo,5.6459,-71.9887,PAULA ANDREA CANO A.,PAULA ANDREA CANO,214.0,13.0,500.0,497.0," 2199,000",2013-05-17,,1A,Privado,0.0,85,85263,2014
7HL,,LA MAPORA,Pore,Casanare,Aeródromo,5.6459,-71.9887,PAULA ANDREA CANO A.,PAULA ANDREA CANO,209.0,18.0,500.0,497.0," 2199,000",2013-05-17,,1A,Público,0.0,85,85263,2015
7HL,,LA MAPORA,Pore,Casanare,Aeródromo,5.6459,-71.9887,PAULA ANDREA CANO A.,PAULA ANDREA CANO,71.0,19.0,500.0,497.0," 2199,000",2013-05-17,,1A,Aerocivil,0.0,85,85263,2016
7HM,,LLANO CAUCHO,Cumaribo,Vichada,Aeródromo,4.4355,-70.6954,AGROINDUSTRIALES DEL ORIENTE,AGROINVERSIONES DEL ORIENTE S.A.S,299.0,12.0,12000.0,434.0," 5189,000",2013-09-24,,1A,Público,15.0,99,99773,2014
7HM,,LLANO CAUCHO,Cumaribo,Vichada,Aeródromo,4.4355,-70.6954,AGROINDUSTRIALES DEL ORIENTE,AGROINVERSIONES DEL ORIENTE S.A.S,176.0,11.0,12000.0,434.0," 5189,000",2013-09-24,,1A,Aerocivil,25.0,99,99773,2015
7HM,,LLANO CAUCHO,Cumaribo,Vichada,Aeródromo,4.4355,-70.6954,AGROINDUSTRIALES DEL ORIENTE,AGROINVERSIONES DEL ORIENTE S.A.S,96.0,1.0,12000.0,434.0," 5189,000",2013-09-24,,1A,Privado,50.0,99,99773,2016
7HN,,ARMENIA,Paz de Ariporo,Casanare,Aeródromo,5.787,-70.1835,LUIS JOSE CALA LOPEZ,LUIS JOSE CALA LOPEZ,736.0,0.0,3000.0,380.0," 4734,000",2013-09-06,,1A,Aerocivil,0.0,85,85250,2014
7HN,,ARMENIA,Paz de Ariporo,Casanare,Aeródromo,5.787,-70.1835,LUIS JOSE CALA LOPEZ,LUIS JOSE CALA LOPEZ,361.0,0.0,3000.0,380.0," 4734,000",2013-09-06,,1A,Privado,0.0,85,85250,2015
7HN,,ARMENIA,Paz de Ariporo,Casanare,Aeródromo,5.787,-70.1835,LUIS JOSE CALA LOPEZ,LUIS JOSE CALA LOPEZ,125.0,0.0,3000.0,380.0," 4734,000",2013-09-06,,1A,Privado,0.0,85,85250,2016
7HO,,EDGAR CALDAS POTES-CA,Calima,Valle del Cauca,Aeródromo,3.9159,-76.4813,ALEJANDRO A. CALDAS V.,ALEJANDRO A. CALDAS V.,511.0,10.0,400.0,1462.0," 1311,000",2014-03-13,,1A,Aerocivil,0.0,76,76126,2014
7HO,,EDGAR CALDAS POTES-CA,Calima,Valle del Cauca,Aeródromo,3.9159,-76.4813,ALEJANDRO A. CALDAS V.,ALEJANDRO A. CALDAS V.,861.0,14.0,400.0,1462.0," 1311,000",2014-03-13,,1A,Fumigación,0.0,76,76126,2015
7HO,,EDGAR CALDAS POTES-CA,Calima,Valle del Cauca,Aeródromo,3.9159,-76.4813,ALEJANDRO A. CALDAS V.,ALEJANDRO A. CALDAS V.,1645.0,20.0,400.0,1462.0," 1311,000",2014-03-13,,1A,Privado,0.0,76,76126,2016
7HQ,,GENERAL ADELMO RUIZ M.,Ricaurte,Cundinamarca,Aeródromo,4.35,-74.7511,EDUARDO A. VIVEROS,ACAF,200.0,30.0,500.0,987.0,"   46,000",2014-01-08,,1A,Privado,0.0,25,25612,2014
7HQ,,GENERAL ADELMO RUIZ M.,Ricaurte,Cundinamarca,Aeródromo,4.35,-74.7511,EDUARDO A. VIVEROS,ACAF,124.0,53.0,500.0,987.0,"   46,000",2014-01-08,,1A,Fumigación,0.0,25,25612,2015
7HQ,,GENERAL ADELMO RUIZ M.,Ricaurte,Cundinamarca,Aeródromo,4.35,-74.7511,EDUARDO A. VIVEROS,ACAF,69.0,71.0,500.0,987.0,"   46,000",2014-01-08,,1A,Aerocivil,0.0,25,25612,2016
7HR,,RANCHO COLIBRI - CA,Roldanillo,Valle del Cauca,Aeródromo,4.4586,-76.1258,HENRY D. F. ORTIZ SILVA,HENRY D. F. ORTIZ SILVA,46.0,0.0,500.0,3083.0," 7091,000",2013-12-19,2017-01-09,1A,Público,0.0,76,76622,2014
7HR,,RANCHO COLIBRI - CA,Roldanillo,Valle del Cauca,Aeródromo,4.4586,-76.1258,HENRY D. F. ORTIZ SILVA,HENRY D. F. ORTIZ SILVA,27.0,0.0,500.0,3083.0," 7091,000",2013-12-19,2017-01-09,1A,Aerocivil,0.0,76,76622,2015
7HR,,RANCHO COLIBRI - CA,Roldanillo,Valle del Cauca,Aeródromo,4.4586,-76.1258,HENRY D. F. ORTIZ SILVA,HENRY D. F. ORTIZ SILVA,7.0,0.0,500.0,3083.0," 7091,000",2013-12-19,2017-01-09,1A,Fumigación,0.0,76,76622,2016
7HS,,CASTILLO - CA,Manatí,Atlántico,Aeródromo,10.4089,-74.9963,DIANA MARIA SOLANO D.,DIANA MARIA SOLANO D.,46.0,20.0,500.0,20.0,"  706,000",2014-02-12,,1A,Público,0.0,8,8436,2014
7HS,,CASTILLO - CA,Manatí,Atlántico,Aeródromo,10.4089,-74.9963,DIANA MARIA SOLANO D.,DIANA MARIA SOLANO D.,15.0,28.0,500.0,20.0,"  706,000",2014-02-12,,1A,Privado,0.0,8,8436,2015
7HS,,CASTILLO - CA,Manatí,Atlántico,Aeródromo,10.4089,-74.9963,DIANA MARIA SOLANO D.,DIANA MARIA SOLANO D.,5.0,41.0,500.0,20.0,"  706,000",2014-02-12,,1A,Fumigación,0.0,8,8436,2016
7HT,,MANARE,Paz de Ariporo,Casanare,Aeródromo,5.9761,-70.1575,HERNAN GOMEZ NIÑO,HERNAN GOMEZ NIÑO,906.0,36.0,4000.0,334.0," 1577,000",2014-03-26,,1A,Público,19.0,85,85250,2014
7HT,,MANARE,Paz de Ariporo,Casanare,Aeródromo,5.9761,-70.1575,HERNAN GOMEZ NIÑO,HERNAN GOMEZ NIÑO,302.0,65.0,4000.0,334.0," 1577,000",2014-03-26,,1A,Privado,19.0,85,85250,2015
7HT,,MANARE,Paz de Ariporo,Casanare,Aeródromo,5.9761,-70.1575,HERNAN GOMEZ NIÑO,HERNAN GOMEZ NIÑO,61.0,69.0,4000.0,334.0," 1577,000",2014-03-26,,1A,Público,19.0,85,85250,2016
7HU,,GUANAGUANARE,La Primavera,Vichada,Aeródromo,5.4739,-69.9014,INVERSIONES GUANAGUANARE,INV. GUANAGUANARE,625.0,10.0,5000.0,400.0," 2132,000",2014-04-25,,1A,Público,0.0,99,99524,2014
7HU,,GUANAGUANARE,La Primavera,Vichada,Aeródromo,5.4739,-69.9014,INVERSIONES GUANAGUANARE,INV. GUANAGUANARE,504.0,10.0,5000.0,400.0," 2132,000",2014-04-25,,1A,Aerocivil,0.0,99,99524,2015
7HU,,GUANAGUANARE,La Primavera,Vichada,Aeródromo,5.4739,-69.9014,INVERSIONES GUANAGUANARE,INV. GUANAGUANARE,325.0,17.0,5000.0,400.0," 2132,000",2014-04-25,,1A,Público,0.0,99,99524,2016
7HV,,LA BENDICION,La Primavera,Vichada,Aeródromo,6.0627,-69.1783,SERGIO ANDRES ESPINOSA F.,SERGIO A. ESPINOSA FLOREZ,2071.0,26.0,5000.0,360.0," 2498,000",2014-05-12,,1A,Privado,47.0,99,99524,2014
7HV,,LA BENDICION,La Primavera,Vichada,Aeródromo,6.0627,-69.1783,SERGIO ANDRES ESPINOSA F.,SERGIO A. ESPINOSA FLOREZ,3312.0,41.0,5000.0,360.0," 2498,000",2014-05-12,,1A,Fumigación,47.0,99,99524,2015
7HV,,LA BENDICION,La Primavera,Vichada,Aeródromo,6.0627,-69.1783,SERGIO ANDRES ESPINOSA F.,SERGIO A. ESPINOSA FLOREZ,5059.0,46.0,5000.0,360.0," 2498,000",2014-05-12,,1A,Privado,47.0,99,99524,2016
7HW,,CABARALEZ,Puerto Wilches,Santander,Aeródromo,7.3283,-73.7965,RICARDO FIGUEREDO M.,RICARDO FOGUEREDO M.,711.0,1.0,3500.0,324.0," 3060,000",2014-06-10,,1A,Público,0.0,68,68575,2014
7HW,,CABARALEZ,Puerto Wilches,Santander,Aeródromo,7.3283,-73.7965,RICARDO FIGUEREDO M.,RICARDO FOGUEREDO M.,811.0,0.0,3500.0,324.0," 3060,000",2014-06-10,,1A,Privado,0.0,68,68575,2015
7HW,,CABARALEZ,Puerto Wilches,Santander,Aeródromo,7.3283,-73.7965,RICARDO FIGUEREDO M.,RICARDO FOGUEREDO M.,1002.0,0.0,3500.0,324.0," 3060,000",2014-06-10,,1A,Aerocivil,0.0,68,68575,2016
7HX,,PIVIJAY,La Primavera,Vichada,Aeródromo,5.1288,-69.9716,FERNANDO CUSTAS PATACON,FERNANDO CUSTAS P.,19.0,7.0,3500.0,426.0," 3063,000",2014-06-10,,1A,Público,8.0,99,99524,2014
7HX,,PIVIJAY,La Primavera,Vichada,Aeródromo,5.1288,-69.9716,FERNANDO CUSTAS PATACON,FERNANDO CUSTAS P.,16.0,3.0,3500.0,426.0," 3063,000",2014-06-10,,1A,Público,8.0,99,99524,2015
7HX,,PIVIJAY,La Primavera,Vichada,Aeródromo,5.1288,-69.9716,FERNANDO CUSTAS PATACON,FERNANDO CUSTAS P.,8.0,0.0,3500.0,426.0," 3063,000",2014-06-10,,1A,Privado,8.0,99,99524,2016
7HY,,HOTEL DEL CAMPO - CA,Quimbaya,Quindío,Aeródromo,4.6123,-75.8132,JUAN B. URIBE S.,LUIS BERRENECHE RIVERA,168.0,6.0,500.0,3828.0," 2492,000",2014-05-12,2017-07-09,1A,Público,0.0,63,63594,2014
7HY,,HOTEL DEL CAMPO - CA,Quimbaya,Quindío,Aeródromo,4.6123,-75.8132,JUAN B. URIBE S.,LUIS BERRENECHE RIVERA,119.0,6.0,500.0,3828.0," 2492,000",2014-05-12,2017-07-09,1A,Fumigación,0.0,63,63594,2015
7HY,,HOTEL DEL CAMPO - CA,Quimbaya,Quindío,Aeródromo,4.6123,-75.8132,JUAN B. URIBE S.,LUIS BERRENECHE RIVERA,60.0,5.0,500.0,3828.0," 2492,000",2014-05-12,2017-07-09,1A,Fumigación,0.0,63,63594,2016
7HZ,,MAXIMENA,Maní,Casanare,Aeródromo,4.4723,-72.1094,PALMERAS MAXIMENA S.A.S,PALMERAS MAXIMENA,1696.0,11.0,5000.0,426.0," 4213,000",2014-08-06,,1A,Aerocivil,0.0,85,85139,2014
7HZ,,MAXIMENA,Maní,Casanare,Aeródromo,4.4723,-72.1094,PALMERAS MAXIMENA S.A.S,PALMERAS MAXIMENA,2193.0,1.0,5000.0,426.0," 4213,000",2014-08-06,,1A,Aerocivil,0.0,85,85139,2015
7HZ,,MAXIMENA,Maní,Casanare,Aeródromo,4.4723,-72.1094,PALMERAS MAXIMENA S.A.S,PALMERAS MAXIMENA,2753.0,1.0,5000.0,426.0," 4213,000",2014-08-06,,1A,Fumigación,0.0,85,85139,2016
7IA,,MURIBA,Maní,Casanare,Aeródromo,4.5809,-72.2551,VITIS OLEI S.A.S.,VITIS OLEI S.A.S.,726.0,30.0,5000.0,432.0," 4214,000",2014-08-06,,1A,Fumigación,0.0,85,85139,2014
7IA,,MURIBA,Maní,Casanare,Aeródromo,4.5809,-72.2551,VITIS OLEI S.A.S.,VITIS OLEI S.A.S.,704.0,51.0,5000.0,432.0," 4214,000",2014-08-06,,1A,Aerocivil,0.0,85,85139,2015
7IA,,MURIBA,Maní,Casanare,Aeródromo,4.5809,-72.2551,VITIS OLEI S.A.S.,VITIS OLEI S.A.S.,65.0,102.0,5000.0,432.0," 4214,000",2014-08-06,,1A,Privado,0.0,85,85139,2016
7IB,,MAJAGUILLO,Orocué,Casanare,Aeródromo,4.832,-71.6902,FELIPE GOMEZ H. y CIA.,FELIPE GOMEZ H. y CIA.,804.0,18.0,4800.0,499.0," 5386,000",2014-10-28,2017-11-05,1A,Aerocivil,0.0,85,85230,2014
7IB,,MAJAGUILLO,Orocué,Casanare,Aeródromo,4.832,-71.6902,FELIPE GOMEZ H. y CIA.,FELIPE GOMEZ H. y CIA.,593.0,11.0,4800.0,499.0," 5386,000",2014-10-28,2017-11-05,1A,Aerocivil,0.0,85,85230,2015
7IB,,MAJAGUILLO,Orocué,Casanare,Aeródromo,4.832,-71.6902,FELIPE GOMEZ H. y CIA.,FELIPE GOMEZ H. y CIA.,31.0,0.0,4800.0,499.0," 5386,000",2014-10-28,2017-11-05,1A,Público,0.0,85,85230,2016
7IC,,VOLAR COLOMBIA,La Pintada,Antioquia,Aeródromo,5.7735,-75.603,CRISTIAN CAMILO MONCADA A.,CRISTIAN C. MONCADA A.,32.0,4.0,500.0,2559.0,"   11,000",2015-01-05,,1A,Público,0.0,5,5390,2015
7IC,,VOLAR COLOMBIA,La Pintada,Antioquia,Aeródromo,5.7735,-75.603,CRISTIAN CAMILO MONCADA A.,CRISTIAN C. MONCADA A.,12.0,0.0,500.0,2559.0,"   11,000",2015-01-05,,1A,Público,0.0,5,5390,2016
7ID,,LA MACOYA,Yopal,Casanare,Aeródromo,5.2262,-72.1478,ELSON HERNANDO SIERRA,ELSON H. SIERRA QUICENO,717.0,11.0,3000.0,474.0,"    9,000",2015-01-05,,1A,Privado,0.0,85,85001,2015
7ID,,LA MACOYA,Yopal,Casanare,Aeródromo,5.2262,-72.1478,ELSON HERNANDO SIERRA,ELSON H. SIERRA QUICENO,1137.0,11.0,3000.0,474.0,"    9,000",2015-01-05,,1A,Público,0.0,85,85001,2016
7IE,,LIMA,Fundación,Magdalena,Aeródromo,10.3794,-74.1114,JORGE SOLANO RECIO,JORGE SOLANO RECIO,20.0,29.0,3500.0,395.0,"   10,000",2015-01-05,,1A,Aerocivil,0.0,47,47288,2015
7IE,,LIMA,Fundación,Magdalena,Aeródromo,10.3794,-74.1114,JORGE SOLANO RECIO,JORGE SOLANO RECIO,13.0,49.0,3500.0,395.0,"   10,000",2015-01-05,,1A,Público,0.0,47,47288,2016
7IF,,LOS VENADOS,La Primavera,Vichada,Aeródromo,5.0666,-69.9988,GUILLERMO FRANCO RESTREPO,GUILLERMO FRANCO R.,764.0,10.0,6500.0,475.0,"  515,000",2015-03-10,,2A,Público,0.0,99,99524,2015
7IF,,LOS VENADOS,La Primavera,Vichada,Aeródromo,5.0666,-69.9988,GUILLERMO FRANCO RESTREPO,GUILLERMO FRANCO R.,61.0,2.0,6500.0,475.0,"  515,000",2015-03-10,,2A,Privado,0.0,99,99524,2016
7IG,,LA FORTUNA 1,San Martín,Meta,Aeródromo,3.611,-72.3412,LUIS C. CASTRO M.,RAFAEL FDO. GAVIRIA A.,1289.0,31.0,4000.0,482.0,"  640,000",2015-03-20,,1A,Fumigación,0.0,50,50689,2015
7IG,,LA FORTUNA 1,San Martín,Meta,Aeródromo,3.611,-72.3412,LUIS C. CASTRO M.,RAFAEL FDO. GAVIRIA A.,1659.0,35.0,4000.0,482.0,"  640,000",2015-03-20,,1A,Fumigación,0.0,50,50689,2016
7IH,,LOS KIOSCOS,Puerto Gaitán,Meta,Aeródromo,3.4747,-72.2349,MARTHA I. PABON PADILLA,MARTHA I. PABON PADILLA,1361.0,21.0,5000.0,770.0,"  690,000",2015-03-31,,1A,Aerocivil,0.0,50,50568,2015
7IH,,LOS KIOSCOS,Puerto Gaitán,Meta,Aeródromo,3.4747,-72.2349,MARTHA I. PABON PADILLA,MARTHA I. PABON PADILLA,2028.0,25.0,5000.0,770.0,"  690,000",2015-03-31,,1A,Público,0.0,50,50568,2016
7II,ECO,EL ENCANTO,El Encanto,Amazonas,Aeródromo,-1.7525,-73.2058,GOBERNACION,GOBERNACION,54.0,34.0,5000.0,406.0,"  830,000",2015-04-15,,1A,Privado,0.0,91,91263,2015
7II,ECO,EL ENCANTO,El Encanto,Amazonas,Aeródromo,-1.7525,-73.2058,GOBERNACION,GOBERNACION,49.0,61.0,5000.0,406.0,"  830,000",2015-04-15,,1A,Público,0.0,91,91263,2016
7IJ,,LA LORENA,Paz de Ariporo,Casanare,Aeródromo,5.6092,-70.421,BUSHIRO TAKEMOTO,BUSHIRO TAKEMOTO,1264.0,1.0,3000.0,347.0," 1443,000",2015-06-17,,1A,Privado,0.0,85,85250,2015
7IJ,,LA LORENA,Paz de Ariporo,Casanare,Aeródromo,5.6092,-70.421,BUSHIRO TAKEMOTO,BUSHIRO TAKEMOTO,1899.0,0.0,3000.0,347.0," 1443,000",2015-06-17,,1A,Aerocivil,0.0,85,85250,2016
7NP,,EL CAIRANO,Santa Catalina,Bolívar,Aeródromo,10.7124,-75.2649,CARLOS E. GUERRERO,ENRIQUE MORALES NUÑEZ,0.0,20.0,400.0,30.0,"  998,000",2012-03-01,,UL,Privado,0.0,13,13673,2014
7NP,,EL CAIRANO,Santa Catalina,Bolívar,Aeródromo,10.7124,-75.2649,CARLOS E. GUERRERO,ENRIQUE MORALES NUÑEZ,0.0,36.0,400.0,30.0,"  998,000",2012-03-01,,UL,Aerocivil,0.0,13,13673,2015
7NP,,EL CAIRANO,Santa Catalina,Bolívar,Aeródromo,10.7124,-75.2649,CARLOS E. GUERRERO,ENRIQUE MORALES NUÑEZ,0.0,44.0,400.0,30.0,"  998,000",2012-03-01,,UL,Privado,0.0,13,13673,2016
7NQ,,EL PARAISO,La Primavera,Vichada,Aeródromo,5.1826,-69.6303,RUBEN D. VELASQUEZ,RUBEN D. VELASQUEZ,291.0,26.0,3000.0,387.0," 5533,000",2014-11-11,2017-12-02,1A,Fumigación,2.0,99,99524,2014
7NQ,,EL PARAISO,La Primavera,Vichada,Aeródromo,5.1826,-69.6303,RUBEN D. VELASQUEZ,RUBEN D. VELASQUEZ,11.0,43.0,3000.0,387.0," 5533,000",2014-11-11,2017-12-02,1A,Fumigación,2.0,99,99524,2015
7NQ,,EL PARAISO,La Primavera,Vichada,Aeródromo,5.1826,-69.6303,RUBEN D. VELASQUEZ,RUBEN D. VELASQUEZ,6.0,58.0,3000.0,387.0," 5533,000",2014-11-11,2017-12-02,1A,Fumigación,2.0,99,99524,2016
7NR,,NUEVA ROMA,Plato,Magdalena,Aeródromo,9.968,-74.3303,JORGE SOLANO RECIO,JORGE SOLANO RECIO,608.0,14.0,3000.0,462.0," 4503,000",2012-08-16,,1A,Fumigación,2.0,47,47555,2014
7NR,,NUEVA ROMA,Plato,Magdalena,Aeródromo,9.968,-74.3303,JORGE SOLANO RECIO,JORGE SOLANO RECIO,620.0,20.0,3000.0,462.0," 4503,000",2012-08-16,,1A,Aerocivil,4.0,47,47555,2015
7NR,,NUEVA ROMA,Plato,Magdalena,Aeródromo,9.968,-74.3303,JORGE SOLANO RECIO,JORGE SOLANO RECIO,711.0,20.0,3000.0,462.0," 4503,000",2012-08-16,,1A,Privado,8.0,47,47555,2016
7NS,,JAGUAR,Puerto Gaitán,Meta,Aeródromo,4.2161,-72.0275,CEPCOLSA,CEPCOLSA,1071.0,38.0,,650.0," 4940,000",2012-09-06,2015-10-10,2B,Público,1558.0,50,50568,2014
7NS,,JAGUAR,Puerto Gaitán,Meta,Aeródromo,4.2161,-72.0275,CEPCOLSA,CEPCOLSA,923.0,50.0,,650.0," 4940,000",2012-09-06,2015-10-10,2B,Aerocivil,2589.0,50,50568,2015
7NS,,JAGUAR,Puerto Gaitán,Meta,Aeródromo,4.2161,-72.0275,CEPCOLSA,CEPCOLSA,829.0,97.0,,650.0," 4940,000",2012-09-06,2015-10-10,2B,Privado,4383.0,50,50568,2016
7NT,,OCELOTE,Puerto Gaitán,Meta,Aeródromo,4.2751,-71.6123,HOCOL S.A.,HOCOL S.A.,2003.0,29.0,,690.0," 5922,000",2012-10-19,,2B,Público,223.0,50,50568,2014
7NT,,OCELOTE,Puerto Gaitán,Meta,Aeródromo,4.2751,-71.6123,HOCOL S.A.,HOCOL S.A.,2797.0,30.0,,690.0," 5922,000",2012-10-19,,2B,Fumigación,185.0,50,50568,2015
7NT,,OCELOTE,Puerto Gaitán,Meta,Aeródromo,4.2751,-71.6123,HOCOL S.A.,HOCOL S.A.,3204.0,56.0,,690.0," 5922,000",2012-10-19,,2B,Privado,66.0,50,50568,2016
9AA,,BONAIRE  - CA,Ayapel,Córdoba,Aeródromo,8.2851,-75.0505,INDUSTRIAS DIPSA S.A.S.,INDUSTRIAS DIPSA S.A.S.,505.0,17.0,500.0,100.0,"    8,000",2015-01-05,,UL,Fumigación,0.0,23,23068,2015
9AA,,BONAIRE  - CA,Ayapel,Córdoba,Aeródromo,8.2851,-75.0505,INDUSTRIAS DIPSA S.A.S.,INDUSTRIAS DIPSA S.A.S.,538.0,24.0,500.0,100.0,"    8,000",2015-01-05,,UL,Privado,0.0,23,23068,2016
9AB,,GETSEMANI,Hato Corozal,Casanare,Aeródromo,6.1506,-70.0294,MUNICIPIO,MUNICIPIO,344.0,6.0,2000.0,304.0," 2220,000",2004-06-10,,1A,Fumigación,130.0,85,85125,2014
9AB,,GETSEMANI,Hato Corozal,Casanare,Aeródromo,6.1506,-70.0294,MUNICIPIO,MUNICIPIO,102.0,3.0,2000.0,304.0," 2220,000",2004-06-10,,1A,Aerocivil,237.0,85,85125,2015
9AB,,GETSEMANI,Hato Corozal,Casanare,Aeródromo,6.1506,-70.0294,MUNICIPIO,MUNICIPIO,63.0,1.0,2000.0,304.0," 2220,000",2004-06-10,,1A,Fumigación,368.0,85,85125,2016
9AC,,MARIA ALEJANDRA,Nunchía,Casanare,Aeródromo,5.0054,-72.3959,CIRO GUILLERMO VEGA N.,SAMBA LTDA.,954.0,6.0,2000.0,734.0," 2493,000",2014-05-12,,1A,Privado,3.0,85,85225,2014
9AC,,MARIA ALEJANDRA,Nunchía,Casanare,Aeródromo,5.0054,-72.3959,CIRO GUILLERMO VEGA N.,SAMBA LTDA.,1459.0,6.0,2000.0,734.0," 2493,000",2014-05-12,,1A,Fumigación,3.0,85,85225,2015
9AC,,MARIA ALEJANDRA,Nunchía,Casanare,Aeródromo,5.0054,-72.3959,CIRO GUILLERMO VEGA N.,SAMBA LTDA.,2175.0,5.0,2000.0,734.0," 2493,000",2014-05-12,,1A,Aerocivil,3.0,85,85225,2016
9AD,,URACA - CA.,Puerto Colombia,Atlántico,Aeródromo,11.0062,-74.9224,NORA CARVAJALINO,ALAS DEL CARIBE,322.0,10.0,800.0,204.0," 5624,000",2013-10-11,2016-11-12,UL,Aerocivil,0.0,8,8573,2014
9AD,,URACA - CA.,Puerto Colombia,Atlántico,Aeródromo,11.0062,-74.9224,NORA CARVAJALINO,ALAS DEL CARIBE,398.0,16.0,800.0,204.0," 5624,000",2013-10-11,2016-11-12,UL,Privado,0.0,8,8573,2015
9AD,,URACA - CA.,Puerto Colombia,Atlántico,Aeródromo,11.0062,-74.9224,NORA CARVAJALINO,ALAS DEL CARIBE,542.0,19.0,800.0,204.0," 5624,000",2013-10-11,2016-11-12,UL,Fumigación,0.0,8,8573,2016
9AH,,SAN ROQUE  - CA.,San Pedro,Valle del Cauca,Aeródromo,4.0039,-76.2209,IRMA HERNANDEZ DE M.,JAKOB OLIVIER,416.0,5.0,400.0,3366.0," 5622,000",2013-10-11,,UL,Privado,0.0,76,76670,2014
9AH,,SAN ROQUE  - CA.,San Pedro,Valle del Cauca,Aeródromo,4.0039,-76.2209,IRMA HERNANDEZ DE M.,JAKOB OLIVIER,693.0,3.0,400.0,3366.0," 5622,000",2013-10-11,,UL,Privado,0.0,76,76670,2015
9AH,,SAN ROQUE  - CA.,San Pedro,Valle del Cauca,Aeródromo,4.0039,-76.2209,IRMA HERNANDEZ DE M.,JAKOB OLIVIER,862.0,1.0,400.0,3366.0," 5622,000",2013-10-11,,UL,Aerocivil,0.0,76,76670,2016
9AI,,CAÑO GARZA,Paz de Ariporo,Casanare,Aeródromo,5.5917,-71.5894,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,508.0,27.0,12202.0,530.0,"  933,000",2015-04-24,,1A,Público,4578.0,85,85250,2015
9AI,,CAÑO GARZA,Paz de Ariporo,Casanare,Aeródromo,5.5917,-71.5894,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,0.0,32.0,12202.0,530.0,"  933,000",2015-04-24,,1A,Público,4578.0,85,85250,2016
9AJ,,SAN LUIS DE PACA,Mitú,Vaupés,Aeródromo,0.8744,-70.3464,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,706.0,13.0,1650.0,590.0," 3423,000",1997-09-16,,1A,Público,36.0,97,97001,2014
9AJ,,SAN LUIS DE PACA,Mitú,Vaupés,Aeródromo,0.8744,-70.3464,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,1392.0,19.0,1650.0,590.0," 3423,000",1997-09-16,,1A,Aerocivil,13.0,97,97001,2015
9AJ,,SAN LUIS DE PACA,Mitú,Vaupés,Aeródromo,0.8744,-70.3464,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,1855.0,23.0,1650.0,590.0," 3423,000",1997-09-16,,1A,Privado,10.0,97,97001,2016
9AK,,CANANARI,Mitú,Vaupés,Aeródromo,0.545,-70.9286,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,544.0,14.0,1650.0,780.0," 3423,000",1997-09-16,,1A,Fumigación,37.0,97,97001,2014
9AK,,CANANARI,Mitú,Vaupés,Aeródromo,0.545,-70.9286,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,669.0,5.0,1650.0,780.0," 3423,000",1997-09-16,,1A,Aerocivil,13.0,97,97001,2015
9AK,,CANANARI,Mitú,Vaupés,Aeródromo,0.545,-70.9286,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,798.0,5.0,1650.0,780.0," 3423,000",1997-09-16,,1A,Aerocivil,10.0,97,97001,2016
9AN,,MARAREY,Orocué,Casanare,Aeródromo,4.8281,-71.0808,JULIAN VALENCIA I. Y OTROS,JULIAN VALENCIA I. Y OTROS,98.0,2.0,4800.0,498.0," 2001,000",2013-05-08,2016-05-09,1A,Fumigación,425.0,85,85230,2014
9AN,,MARAREY,Orocué,Casanare,Aeródromo,4.8281,-71.0808,JULIAN VALENCIA I. Y OTROS,JULIAN VALENCIA I. Y OTROS,0.0,1.0,4800.0,498.0," 2001,000",2013-05-08,2016-05-09,1A,Público,722.0,85,85230,2015
9AN,,MARAREY,Orocué,Casanare,Aeródromo,4.8281,-71.0808,JULIAN VALENCIA I. Y OTROS,JULIAN VALENCIA I. Y OTROS,0.0,0.0,4800.0,498.0," 2001,000",2013-05-08,2016-05-09,1A,Público,947.0,85,85230,2016
9AO,,SANTA CLARA,Sabanalarga,Casanare,Aeródromo,4.4172,-72.7744,ARMANDO SANCHEZ M.,TAES LTDA.,699.0,9.0,2500.0,610.0," 2137,000",2013-05-16,,1A,Fumigación,46.0,85,85300,2014
9AO,,SANTA CLARA,Sabanalarga,Casanare,Aeródromo,4.4172,-72.7744,ARMANDO SANCHEZ M.,TAES LTDA.,669.0,7.0,2500.0,610.0," 2137,000",2013-05-16,,1A,Aerocivil,51.0,85,85300,2015
9AO,,SANTA CLARA,Sabanalarga,Casanare,Aeródromo,4.4172,-72.7744,ARMANDO SANCHEZ M.,TAES LTDA.,345.0,7.0,2500.0,610.0," 2137,000",2013-05-16,,1A,Fumigación,76.0,85,85300,2016
9AR,,SAN PABLO,Mitú,Vaupés,Aeródromo,-0.7831,-70.3228,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,336.0,9.0,1650.0,550.0," 3423,000",1997-09-16,,1A,Aerocivil,94.0,97,97001,2014
